"SpawnBio_om","Recruit_0_om","F_om","SpawnBio_em","Recruit_0_em","F_em","scenario","replicate","A","C","D","L","E","F","I","R","species","year"
4084110000,132223000,0,4394800000,140947000,0,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",1
4084110000,132223000,0,4394800000,140558000,0,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",2
4084110000,132223000,0,4394390000,140161000,0,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",3
4084110000,132223000,0,4392860000,139723000,0,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",4
4084110000,132223000,0,4390060000,139228000,0,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",5
4084110000,132223000,0,4385920000,138650000,0,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",6
4084110000,132223000,0,4380440000,137953000,0,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",7
4084110000,132223000,0,4373670000,137086000,0,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",8
4084110000,132223000,0,4365600000,135979000,0,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",9
4084110000,132223000,0,4356140000,134551000,0,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",10
4084110000,132223000,0,4345090000,132705000,0,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",11
4084110000,132223000,0,4332100000,123615000,0,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",12
4084110000,132223000,0,4316620000,118681000,0,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",13
4084110000,132223000,0,4295850000,127595000,0,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",14
4084110000,132223000,0,4265190000,151371000,0,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",15
4084110000,132223000,0,4227100000,202059000,0,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",16
4084110000,132223000,0,4195610000,144609000,0,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",17
4084110000,132223000,0,4199020000,117417000,0,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",18
4084110000,132223000,0,4241870000,140323000,0,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",19
4084110000,132223000,0,4281630000,133642000,0,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",20
4084110000,132223000,0,4307360000,148668000,0,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",21
4084110000,132223000,0,4324410000,124862000,0,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",22
4084110000,132223000,0,4333590000,126600000,0,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",23
4084110000,132223000,0,4337220000,140272000,0,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",24
4084110000,132223000,0,4326310000,132596000,0,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",25
4084110000,132223000,0.115,4308860000,134040000,0.108911,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",26
3646130000,130119000,0.115,3854080000,111789000,0.108745,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",27
3268920000,127928000,0.115,3459960000,118648000,0.108633,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",28
2951140000,125725000,0.115,3120970000,132080000,0.109029,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",29
2687830000,123581000,0.115,2826610000,111183000,0.109804,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",30
2472310000,121555000,0.115,2582150000,108393000,0.110463,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",31
2297170000,119690000,0.115,2382740000,104236000,0.11143,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",32
2155190000,118005000,0.115,2212190000,99407000,0.112799,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",33
2039920000,116507000,0.115,2064590000,106673000,0.114633,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",34
1945910000,115185000,0.115,1933640000,81342600,0.117012,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",35
1868730000,114026000,0.115,1817960000,142776000,0.119548,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",36
1804870000,113011000,0.115,1712510000,103827000,0.123087,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",37
1751620000,112124000,0.115,1623820000,98064800,0.124654,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",38
1706880000,111347000,0.115,1568220000,110834000,0.125729,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",39
1669030000,110666000,0.115,1519330000,125363000,0.126986,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",40
1636820000,110069000,0.115,1477340000,91698600,0.127746,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",41
1609260000,109545000,0.115,1450720000,140927000,0.127234,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",42
1585590000,109084000,0.115,1433170000,108327000,0.127332,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",43
1565190000,108679000,0.115,1421730000,96226700,0.125533,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",44
1547550000,108322000,0.115,1428850000,98637200,0.12369,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",45
1532260000,108009000,0.115,1430670000,115079000,0.122854,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",46
1518980000,107732000,0.115,1422950000,136171000,0.122814,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",47
1507430000,107489000,0.115,1413250000,86175900,0.12242,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",48
1497350000,107275000,0.115,1416890000,107416000,0.12047,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",49
1488560000,107087000,0.115,1427080000,128401000,0.119741,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",50
1480880000,106921000,0.115,1425010000,93856800,0.119281,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",51
1474150000,106775000,0.115,1429400000,91798200,0.117835,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",52
1468270000,106646000,0.115,1438140000,103823000,0.117247,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",53
1463110000,106533000,0.115,1433470000,107295000,0.117727,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",54
1458580000,106433000,0.115,1420930000,79518700,0.118447,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",55
1454610000,106345000,0.115,1409140000,110232000,0.119063,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",56
1451120000,106267000,0.115,1392310000,124445000,0.12094,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",57
1448050000,106198000,0.115,1368490000,115206000,0.12231,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",58
1445360000,106138000,0.115,1359080000,122044000,0.122057,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",59
1442990000,106085000,0.115,1365700000,89535800,0.120843,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",60
1440900000,106038000,0.115,1382920000,109122000,0.118748,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",61
1439070000,105997000,0.115,1400910000,108237000,0.117784,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",62
1437460000,105960000,0.115,1408120000,122955000,0.117067,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",63
1436030000,105928000,0.115,1414890000,99006800,0.116418,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",64
1434780000,105900000,0.115,1425100000,99044400,0.115098,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",65
1433680000,105875000,0.115,1438450000,118893000,0.114335,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",66
1432710000,105853000,0.115,1442760000,87708000,0.114192,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",67
1431860000,105833000,0.115,1445680000,90218200,0.113621,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",68
1431100000,105816000,0.115,1447420000,113265000,0.114087,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",69
1430440000,105801000,0.115,1434320000,108119000,0.115478,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",70
1429850000,105788000,0.115,1418170000,109326000,0.11637,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",71
1429340000,105776000,0.115,1409790000,105789000,0.116816,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",72
1428890000,105766000,0.115,1406550000,118458000,0.116822,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",73
1428480000,105757000,0.115,1407410000,109748000,0.116633,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",74
1428130000,105749000,0.115,1413220000,98655300,0.115723,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",75
1427820000,105741000,0.115,1425820000,94488800,0.114674,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",76
1427550000,105735000,0.115,1435580000,103016000,0.114229,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",77
1427300000,105730000,0.115,1435850000,104360000,0.114605,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",78
1427090000,105725000,0.115,1428640000,100076000,0.115245,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",79
1426900000,105721000,0.115,1420290000,112628000,0.115904,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",80
1426740000,105717000,0.115,1411250000,102770000,0.116693,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",81
1426590000,105713000,0.115,1404260000,103624000,0.116926,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",82
1426460000,105711000,0.115,1402370000,95880200,0.117097,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",83
1426350000,105708000,0.115,1400090000,110016000,0.117294,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",84
1426250000,105706000,0.115,1395430000,111246000,0.117914,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",85
1426160000,105704000,0.115,1389140000,107044000,0.118187,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",86
1426080000,105702000,0.115,1388820000,99997500,0.117966,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",87
1426010000,105700000,0.115,1392730000,106581000,0.117578,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",88
1425950000,105699000,0.115,1395870000,100181000,0.117489,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",89
1425900000,105698000,0.115,1396580000,103366000,0.1174,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",90
1425850000,105697000,0.115,1396220000,110471000,0.117602,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",91
1425810000,105696000,0.115,1392840000,102608000,0.117899,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",92
1425780000,105695000,0.115,1.391e+09,102277000,0.117851,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",93
1425740000,105694000,0.115,1391650000,105620000,0.11787,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",94
1425710000,105693000,0.115,1390540000,111659000,0.118025,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",95
1425690000,105693000,0.115,1388850000,107825000,0.118106,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",96
1425670000,105692000,0.115,1390020000,106870000,0.117775,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",97
1425650000,105692000,0.115,1395250000,108457000,0.117272,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",98
1425630000,105691000,0.115,1401500000,112628000,0.116738,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",99
1425620000,105691000,0.115,1408290000,110344000,0.116128,"A30-C10-D0-L30-E0-F0-I0-R0-cos",1,"A30","C10","D0","L30","E0","F0","I0","R0","cos",100
4084110000,132223000,0,4504480000,144913000,0,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",1
4084110000,132223000,0,4504480000,144610000,0,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",2
4084110000,132223000,0,4504210000,144277000,0,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",3
4084110000,132223000,0,4503140000,143928000,0,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",4
4084110000,132223000,0,4501150000,143560000,0,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",5
4084110000,132223000,0,4498160000,143177000,0,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",6
4084110000,132223000,0,4494150000,142789000,0,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",7
4084110000,132223000,0,4489170000,142418000,0,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",8
4084110000,132223000,0,4483260000,142100000,0,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",9
4084110000,132223000,0,4476510000,141875000,0,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",10
4084110000,132223000,0,4469030000,141879000,0,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",11
4084110000,132223000,0,4460990000,191992000,0,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",12
4084110000,132223000,0,4452650000,134673000,0,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",13
4084110000,132223000,0,4459570000,116307000,0,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",14
4084110000,132223000,0,4487210000,165231000,0,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",15
4084110000,132223000,0,4498800000,145746000,0,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",16
4084110000,132223000,0,4499990000,193402000,0,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",17
4084110000,132223000,0,4507790000,101801000,0,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",18
4084110000,132223000,0,4527030000,118448000,0,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",19
4084110000,132223000,0,4552970000,115213000,0,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",20
4084110000,132223000,0,4544180000,114590000,0,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",21
4084110000,132223000,0,4510380000,108129000,0,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",22
4084110000,132223000,0,4452740000,146399000,0,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",23
4084110000,132223000,0,4376080000,108961000,0,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",24
4084110000,132223000,0,4296630000,145700000,0,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",25
4084110000,132223000,0.115,4227450000,156402000,0.11192,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",26
3646130000,130119000,0.115,3729530000,120382000,0.112965,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",27
3268920000,127928000,0.115,3325320000,130642000,0.113151,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",28
2951140000,125725000,0.115,3000690000,138557000,0.113226,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",29
2687830000,123581000,0.115,2732360000,132020000,0.113141,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",30
2472310000,121555000,0.115,2519980000,89149400,0.112611,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",31
2297170000,119690000,0.115,2356090000,129353000,0.111844,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",32
2155190000,118005000,0.115,2216480000,113364000,0.112208,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",33
2039920000,116507000,0.115,2088870000,113085000,0.112553,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",34
1945910000,115185000,0.115,1986660000,104440000,0.11301,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",35
1868730000,114026000,0.115,1898730000,91236700,0.113611,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",36
1804870000,113011000,0.115,1821770000,132636000,0.11459,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",37
1751620000,112124000,0.115,1746720000,112785000,0.116398,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",38
1706880000,111347000,0.115,1680830000,136163000,0.117181,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",39
1669030000,110666000,0.115,1637840000,134985000,0.117368,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",40
1636820000,110069000,0.115,1611970000,114321000,0.116143,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",41
1609260000,109545000,0.115,1611320000,82439500,0.113682,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",42
1585590000,109084000,0.115,1.623e+09,86143600,0.111394,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",43
1565190000,108679000,0.115,1623560000,94147200,0.11092,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",44
1547550000,108322000,0.115,1599450000,99262900,0.112109,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",45
1532260000,108009000,0.115,1559650000,98154000,0.114249,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",46
1518980000,107732000,0.115,1514680000,92710000,0.11672,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",47
1507430000,107489000,0.115,1470980000,108350000,0.119278,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",48
1497350000,107275000,0.115,1428940000,87862300,0.122024,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",49
1488560000,107087000,0.115,1392090000,166015000,0.124078,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",50
1480880000,106921000,0.115,1361640000,145420000,0.126262,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",51
1474150000,106775000,0.115,1350550000,104083000,0.124241,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",52
1468270000,106646000,0.115,1386320000,100244000,0.119455,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",53
1463110000,106533000,0.115,1435540000,101689000,0.115464,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",54
1458580000,106433000,0.115,1471930000,108388000,0.112931,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",55
1454610000,106345000,0.115,1492950000,93685300,0.111599,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",56
1451120000,106267000,0.115,1502470000,102746000,0.110914,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",57
1448050000,106198000,0.115,1502130000,87861900,0.111242,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",58
1445360000,106138000,0.115,1491070000,113188000,0.112043,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",59
1442990000,106085000,0.115,1472840000,119478000,0.113693,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",60
1440900000,106038000,0.115,1450750000,98224000,0.114858,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",61
1439070000,105997000,0.115,1441160000,109032000,0.114947,"A30-C10-D0-L30-E0-F0-I0-R0-cos",2,"A30","C10","D0","L30","E0","F0","I0","R0","cos",62
